RECEIVER: S_5 | ORDER_PRODUCT: P_1 | ORDER_QTY: 223
RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 258
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 319
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 246
RECEIVER: S_5 | ORDER_PRODUCT: P_7 | ORDER_QTY: 106
RECEIVER: S_5 | ORDER_PRODUCT: P_8 | ORDER_QTY: 280
RECEIVER: S_5 | ORDER_PRODUCT: P_10 | ORDER_QTY: 112
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 227
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 361
RECEIVER: S_5 | ORDER_PRODUCT: P_16 | ORDER_QTY: 261
RECEIVER: S_5 | ORDER_PRODUCT: P_17 | ORDER_QTY: 218
RECEIVER: S_5 | ORDER_PRODUCT: P_18 | ORDER_QTY: 144
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 222
RECEIVER: S_5 | ORDER_PRODUCT: P_20 | ORDER_QTY: 136
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 422
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 384
RECEIVER: S_5 | ORDER_PRODUCT: P_23 | ORDER_QTY: 160
RECEIVER: S_5 | ORDER_PRODUCT: P_24 | ORDER_QTY: 301
RECEIVER: S_5 | ORDER_PRODUCT: P_25 | ORDER_QTY: 356
