RECEIVER: S_10 | ORDER_PRODUCT: P_1 | ORDER_QTY: 333
RECEIVER: S_10 | ORDER_PRODUCT: P_2 | ORDER_QTY: 311
RECEIVER: S_10 | ORDER_PRODUCT: P_3 | ORDER_QTY: 318
RECEIVER: S_10 | ORDER_PRODUCT: P_5 | ORDER_QTY: 330
RECEIVER: S_10 | ORDER_PRODUCT: P_6 | ORDER_QTY: 352
RECEIVER: S_10 | ORDER_PRODUCT: P_7 | ORDER_QTY: 364
RECEIVER: S_10 | ORDER_PRODUCT: P_8 | ORDER_QTY: 378
RECEIVER: S_10 | ORDER_PRODUCT: P_9 | ORDER_QTY: 396
RECEIVER: S_10 | ORDER_PRODUCT: P_10 | ORDER_QTY: 365
RECEIVER: S_10 | ORDER_PRODUCT: P_11 | ORDER_QTY: 421
RECEIVER: S_10 | ORDER_PRODUCT: P_12 | ORDER_QTY: 359
RECEIVER: S_10 | ORDER_PRODUCT: P_13 | ORDER_QTY: 253
RECEIVER: S_10 | ORDER_PRODUCT: P_15 | ORDER_QTY: 380
RECEIVER: S_10 | ORDER_PRODUCT: P_16 | ORDER_QTY: 346
RECEIVER: S_10 | ORDER_PRODUCT: P_19 | ORDER_QTY: 312
RECEIVER: S_10 | ORDER_PRODUCT: P_21 | ORDER_QTY: 317
RECEIVER: S_10 | ORDER_PRODUCT: P_22 | ORDER_QTY: 352
RECEIVER: S_10 | ORDER_PRODUCT: P_23 | ORDER_QTY: 280
RECEIVER: S_10 | ORDER_PRODUCT: P_24 | ORDER_QTY: 322
RECEIVER: S_10 | ORDER_PRODUCT: P_25 | ORDER_QTY: 339
RECEIVER: S_10 | ORDER_PRODUCT: P_26 | ORDER_QTY: 382
RECEIVER: S_10 | ORDER_PRODUCT: P_28 | ORDER_QTY: 457
RECEIVER: S_10 | ORDER_PRODUCT: P_29 | ORDER_QTY: 479
RECEIVER: S_10 | ORDER_PRODUCT: P_30 | ORDER_QTY: 293
