Order from Day_73. Please deliver 315 units of product P_1. Regards, Store S_4.
Order from Day_73. Please deliver 278 units of product P_2. Regards, Store S_4.
Order from Day_73. Please deliver 376 units of product P_3. Regards, Store S_4.
Order from Day_73. Please deliver 268 units of product P_5. Regards, Store S_4.
Order from Day_73. Please deliver 344 units of product P_6. Regards, Store S_4.
Order from Day_73. Please deliver 498 units of product P_7. Regards, Store S_4.
Order from Day_73. Please deliver 474 units of product P_8. Regards, Store S_4.
Order from Day_73. Please deliver 400 units of product P_9. Regards, Store S_4.
Order from Day_73. Please deliver 350 units of product P_10. Regards, Store S_4.
Order from Day_73. Please deliver 345 units of product P_11. Regards, Store S_4.
Order from Day_73. Please deliver 393 units of product P_12. Regards, Store S_4.
Order from Day_73. Please deliver 338 units of product P_13. Regards, Store S_4.
Order from Day_73. Please deliver 442 units of product P_15. Regards, Store S_4.
Order from Day_73. Please deliver 393 units of product P_16. Regards, Store S_4.
Order from Day_73. Please deliver 539 units of product P_19. Regards, Store S_4.
Order from Day_73. Please deliver 160 units of product P_20. Regards, Store S_4.
Order from Day_73. Please deliver 479 units of product P_21. Regards, Store S_4.
Order from Day_73. Please deliver 455 units of product P_22. Regards, Store S_4.
Order from Day_73. Please deliver 348 units of product P_23. Regards, Store S_4.
Order from Day_73. Please deliver 300 units of product P_24. Regards, Store S_4.
Order from Day_73. Please deliver 367 units of product P_25. Regards, Store S_4.
Order from Day_73. Please deliver 393 units of product P_26. Regards, Store S_4.
Order from Day_73. Please deliver 315 units of product P_28. Regards, Store S_4.
Order from Day_73. Please deliver 426 units of product P_29. Regards, Store S_4.
Order from Day_73. Please deliver 386 units of product P_30. Regards, Store S_4.
