RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 186
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 258
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 410
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 370
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 389
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 297
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 304
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 252
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 236
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 187
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 382
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 339
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 290
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 481
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 574
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 383
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 380
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 375
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 264
