Order from Day_160. Please deliver 194 units of product P_1. Regards, Store S_6.
Order from Day_160. Please deliver 311 units of product P_2. Regards, Store S_6.
Order from Day_160. Please deliver 298 units of product P_3. Regards, Store S_6.
Order from Day_160. Please deliver 131 units of product P_4. Regards, Store S_6.
Order from Day_160. Please deliver 243 units of product P_5. Regards, Store S_6.
Order from Day_160. Please deliver 346 units of product P_6. Regards, Store S_6.
Order from Day_160. Please deliver 438 units of product P_7. Regards, Store S_6.
Order from Day_160. Please deliver 385 units of product P_8. Regards, Store S_6.
Order from Day_160. Please deliver 171 units of product P_9. Regards, Store S_6.
Order from Day_160. Please deliver 358 units of product P_10. Regards, Store S_6.
Order from Day_160. Please deliver 372 units of product P_12. Regards, Store S_6.
Order from Day_160. Please deliver 234 units of product P_13. Regards, Store S_6.
Order from Day_160. Please deliver 362 units of product P_15. Regards, Store S_6.
Order from Day_160. Please deliver 381 units of product P_16. Regards, Store S_6.
Order from Day_160. Please deliver 376 units of product P_19. Regards, Store S_6.
Order from Day_160. Please deliver 400 units of product P_21. Regards, Store S_6.
Order from Day_160. Please deliver 333 units of product P_22. Regards, Store S_6.
Order from Day_160. Please deliver 334 units of product P_23. Regards, Store S_6.
Order from Day_160. Please deliver 341 units of product P_25. Regards, Store S_6.
Order from Day_160. Please deliver 195 units of product P_27. Regards, Store S_6.
Order from Day_160. Please deliver 308 units of product P_28. Regards, Store S_6.
Order from Day_160. Please deliver 239 units of product P_29. Regards, Store S_6.
