Order from Day_355. Please deliver 172 units of product P_1. Regards, Store S_2.
Order from Day_355. Please deliver 298 units of product P_2. Regards, Store S_2.
Order from Day_355. Please deliver 401 units of product P_3. Regards, Store S_2.
Order from Day_355. Please deliver 186 units of product P_6. Regards, Store S_2.
Order from Day_355. Please deliver 278 units of product P_7. Regards, Store S_2.
Order from Day_355. Please deliver 240 units of product P_8. Regards, Store S_2.
Order from Day_355. Please deliver 150 units of product P_9. Regards, Store S_2.
Order from Day_355. Please deliver 198 units of product P_10. Regards, Store S_2.
Order from Day_355. Please deliver 250 units of product P_11. Regards, Store S_2.
Order from Day_355. Please deliver 115 units of product P_12. Regards, Store S_2.
Order from Day_355. Please deliver 239 units of product P_13. Regards, Store S_2.
Order from Day_355. Please deliver 210 units of product P_14. Regards, Store S_2.
Order from Day_355. Please deliver 282 units of product P_15. Regards, Store S_2.
Order from Day_355. Please deliver 334 units of product P_16. Regards, Store S_2.
Order from Day_355. Please deliver 275 units of product P_19. Regards, Store S_2.
Order from Day_355. Please deliver 366 units of product P_21. Regards, Store S_2.
Order from Day_355. Please deliver 355 units of product P_22. Regards, Store S_2.
Order from Day_355. Please deliver 339 units of product P_24. Regards, Store S_2.
Order from Day_355. Please deliver 395 units of product P_25. Regards, Store S_2.
Order from Day_355. Please deliver 470 units of product P_30. Regards, Store S_2.
