RECEIVER: S_5 | ORDER_PRODUCT: P_1 | ORDER_QTY: 340
RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 312
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 289
RECEIVER: S_5 | ORDER_PRODUCT: P_5 | ORDER_QTY: 182
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 344
RECEIVER: S_5 | ORDER_PRODUCT: P_7 | ORDER_QTY: 187
RECEIVER: S_5 | ORDER_PRODUCT: P_8 | ORDER_QTY: 364
RECEIVER: S_5 | ORDER_PRODUCT: P_10 | ORDER_QTY: 178
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 360
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 360
RECEIVER: S_5 | ORDER_PRODUCT: P_16 | ORDER_QTY: 274
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 276
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 339
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 314
RECEIVER: S_5 | ORDER_PRODUCT: P_24 | ORDER_QTY: 309
RECEIVER: S_5 | ORDER_PRODUCT: P_25 | ORDER_QTY: 351
RECEIVER: S_5 | ORDER_PRODUCT: P_26 | ORDER_QTY: 236
RECEIVER: S_5 | ORDER_PRODUCT: P_28 | ORDER_QTY: 279
RECEIVER: S_5 | ORDER_PRODUCT: P_29 | ORDER_QTY: 221
RECEIVER: S_5 | ORDER_PRODUCT: P_30 | ORDER_QTY: 271
