RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 275
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 326
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 260
RECEIVER: S_5 | ORDER_PRODUCT: P_9 | ORDER_QTY: 156
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 213
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 347
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 203
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 431
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 392
RECEIVER: S_5 | ORDER_PRODUCT: P_24 | ORDER_QTY: 315
RECEIVER: S_5 | ORDER_PRODUCT: P_25 | ORDER_QTY: 362
RECEIVER: S_5 | ORDER_PRODUCT: P_28 | ORDER_QTY: 266
