RECEIVER: S_10 | ORDER_PRODUCT: P_1 | ORDER_QTY: 328
RECEIVER: S_10 | ORDER_PRODUCT: P_3 | ORDER_QTY: 301
RECEIVER: S_10 | ORDER_PRODUCT: P_6 | ORDER_QTY: 302
RECEIVER: S_10 | ORDER_PRODUCT: P_7 | ORDER_QTY: 347
RECEIVER: S_10 | ORDER_PRODUCT: P_8 | ORDER_QTY: 314
RECEIVER: S_10 | ORDER_PRODUCT: P_10 | ORDER_QTY: 335
RECEIVER: S_10 | ORDER_PRODUCT: P_12 | ORDER_QTY: 275
RECEIVER: S_10 | ORDER_PRODUCT: P_13 | ORDER_QTY: 210
RECEIVER: S_10 | ORDER_PRODUCT: P_15 | ORDER_QTY: 344
RECEIVER: S_10 | ORDER_PRODUCT: P_16 | ORDER_QTY: 326
RECEIVER: S_10 | ORDER_PRODUCT: P_19 | ORDER_QTY: 269
RECEIVER: S_10 | ORDER_PRODUCT: P_21 | ORDER_QTY: 276
RECEIVER: S_10 | ORDER_PRODUCT: P_22 | ORDER_QTY: 332
RECEIVER: S_10 | ORDER_PRODUCT: P_28 | ORDER_QTY: 214
RECEIVER: S_10 | ORDER_PRODUCT: P_29 | ORDER_QTY: 322
RECEIVER: S_10 | ORDER_PRODUCT: P_30 | ORDER_QTY: 259
