RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 203
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 216
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 293
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 276
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 322
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 192
RECEIVER: S_8 | ORDER_PRODUCT: P_9 | ORDER_QTY: 120
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 202
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 339
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 277
RECEIVER: S_8 | ORDER_PRODUCT: P_18 | ORDER_QTY: 132
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 232
RECEIVER: S_8 | ORDER_PRODUCT: P_20 | ORDER_QTY: 146
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 349
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 427
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 120
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 291
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 334
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 368
RECEIVER: S_8 | ORDER_PRODUCT: P_27 | ORDER_QTY: 129
