Order from Day_185. Please deliver 179 units of product P_1. Regards, Store S_4.
Order from Day_185. Please deliver 190 units of product P_2. Regards, Store S_4.
Order from Day_185. Please deliver 252 units of product P_3. Regards, Store S_4.
Order from Day_185. Please deliver 205 units of product P_4. Regards, Store S_4.
Order from Day_185. Please deliver 228 units of product P_5. Regards, Store S_4.
Order from Day_185. Please deliver 207 units of product P_6. Regards, Store S_4.
Order from Day_185. Please deliver 296 units of product P_7. Regards, Store S_4.
Order from Day_185. Please deliver 266 units of product P_8. Regards, Store S_4.
Order from Day_185. Please deliver 310 units of product P_9. Regards, Store S_4.
Order from Day_185. Please deliver 202 units of product P_10. Regards, Store S_4.
Order from Day_185. Please deliver 244 units of product P_11. Regards, Store S_4.
Order from Day_185. Please deliver 158 units of product P_12. Regards, Store S_4.
Order from Day_185. Please deliver 214 units of product P_13. Regards, Store S_4.
Order from Day_185. Please deliver 254 units of product P_14. Regards, Store S_4.
Order from Day_185. Please deliver 334 units of product P_15. Regards, Store S_4.
Order from Day_185. Please deliver 286 units of product P_16. Regards, Store S_4.
Order from Day_185. Please deliver 240 units of product P_17. Regards, Store S_4.
Order from Day_185. Please deliver 114 units of product P_18. Regards, Store S_4.
Order from Day_185. Please deliver 298 units of product P_19. Regards, Store S_4.
Order from Day_185. Please deliver 290 units of product P_21. Regards, Store S_4.
Order from Day_185. Please deliver 331 units of product P_22. Regards, Store S_4.
Order from Day_185. Please deliver 135 units of product P_23. Regards, Store S_4.
Order from Day_185. Please deliver 157 units of product P_24. Regards, Store S_4.
Order from Day_185. Please deliver 275 units of product P_25. Regards, Store S_4.
Order from Day_185. Please deliver 251 units of product P_26. Regards, Store S_4.
Order from Day_185. Please deliver 195 units of product P_28. Regards, Store S_4.
Order from Day_185. Please deliver 293 units of product P_29. Regards, Store S_4.
Order from Day_185. Please deliver 240 units of product P_30. Regards, Store S_4.
