Order from Day_75. Please deliver 167 units of product P_1. Regards, Store S_2.
Order from Day_75. Please deliver 348 units of product P_3. Regards, Store S_2.
Order from Day_75. Please deliver 155 units of product P_6. Regards, Store S_2.
Order from Day_75. Please deliver 179 units of product P_7. Regards, Store S_2.
Order from Day_75. Please deliver 170 units of product P_8. Regards, Store S_2.
Order from Day_75. Please deliver 115 units of product P_12. Regards, Store S_2.
Order from Day_75. Please deliver 176 units of product P_13. Regards, Store S_2.
Order from Day_75. Please deliver 190 units of product P_15. Regards, Store S_2.
Order from Day_75. Please deliver 275 units of product P_16. Regards, Store S_2.
Order from Day_75. Please deliver 116 units of product P_17. Regards, Store S_2.
Order from Day_75. Please deliver 194 units of product P_19. Regards, Store S_2.
Order from Day_75. Please deliver 324 units of product P_21. Regards, Store S_2.
Order from Day_75. Please deliver 277 units of product P_22. Regards, Store S_2.
Order from Day_75. Please deliver 209 units of product P_24. Regards, Store S_2.
Order from Day_75. Please deliver 177 units of product P_28. Regards, Store S_2.
Order from Day_75. Please deliver 288 units of product P_30. Regards, Store S_2.
