Order from Day_29. Please deliver 218 units of product P_1. Regards, Store S_6.
Order from Day_29. Please deliver 252 units of product P_2. Regards, Store S_6.
Order from Day_29. Please deliver 371 units of product P_3. Regards, Store S_6.
Order from Day_29. Please deliver 168 units of product P_4. Regards, Store S_6.
Order from Day_29. Please deliver 318 units of product P_5. Regards, Store S_6.
Order from Day_29. Please deliver 372 units of product P_6. Regards, Store S_6.
Order from Day_29. Please deliver 478 units of product P_7. Regards, Store S_6.
Order from Day_29. Please deliver 402 units of product P_8. Regards, Store S_6.
Order from Day_29. Please deliver 178 units of product P_9. Regards, Store S_6.
Order from Day_29. Please deliver 298 units of product P_10. Regards, Store S_6.
Order from Day_29. Please deliver 339 units of product P_11. Regards, Store S_6.
Order from Day_29. Please deliver 403 units of product P_12. Regards, Store S_6.
Order from Day_29. Please deliver 219 units of product P_13. Regards, Store S_6.
Order from Day_29. Please deliver 204 units of product P_14. Regards, Store S_6.
Order from Day_29. Please deliver 380 units of product P_15. Regards, Store S_6.
Order from Day_29. Please deliver 447 units of product P_16. Regards, Store S_6.
Order from Day_29. Please deliver 257 units of product P_17. Regards, Store S_6.
Order from Day_29. Please deliver 215 units of product P_18. Regards, Store S_6.
Order from Day_29. Please deliver 401 units of product P_19. Regards, Store S_6.
Order from Day_29. Please deliver 440 units of product P_21. Regards, Store S_6.
Order from Day_29. Please deliver 363 units of product P_22. Regards, Store S_6.
Order from Day_29. Please deliver 399 units of product P_23. Regards, Store S_6.
Order from Day_29. Please deliver 461 units of product P_24. Regards, Store S_6.
Order from Day_29. Please deliver 363 units of product P_25. Regards, Store S_6.
Order from Day_29. Please deliver 203 units of product P_26. Regards, Store S_6.
Order from Day_29. Please deliver 205 units of product P_27. Regards, Store S_6.
Order from Day_29. Please deliver 262 units of product P_29. Regards, Store S_6.
Order from Day_29. Please deliver 394 units of product P_30. Regards, Store S_6.
