Order from Day_261. Please deliver 207 units of product P_1. Regards, Store S_2.
Order from Day_261. Please deliver 301 units of product P_2. Regards, Store S_2.
Order from Day_261. Please deliver 378 units of product P_3. Regards, Store S_2.
Order from Day_261. Please deliver 266 units of product P_5. Regards, Store S_2.
Order from Day_261. Please deliver 264 units of product P_6. Regards, Store S_2.
Order from Day_261. Please deliver 207 units of product P_7. Regards, Store S_2.
Order from Day_261. Please deliver 235 units of product P_8. Regards, Store S_2.
Order from Day_261. Please deliver 207 units of product P_10. Regards, Store S_2.
Order from Day_261. Please deliver 210 units of product P_11. Regards, Store S_2.
Order from Day_261. Please deliver 201 units of product P_12. Regards, Store S_2.
Order from Day_261. Please deliver 280 units of product P_13. Regards, Store S_2.
Order from Day_261. Please deliver 216 units of product P_15. Regards, Store S_2.
Order from Day_261. Please deliver 305 units of product P_16. Regards, Store S_2.
Order from Day_261. Please deliver 82 units of product P_17. Regards, Store S_2.
Order from Day_261. Please deliver 259 units of product P_19. Regards, Store S_2.
Order from Day_261. Please deliver 151 units of product P_20. Regards, Store S_2.
Order from Day_261. Please deliver 343 units of product P_21. Regards, Store S_2.
Order from Day_261. Please deliver 287 units of product P_22. Regards, Store S_2.
Order from Day_261. Please deliver 297 units of product P_24. Regards, Store S_2.
Order from Day_261. Please deliver 370 units of product P_25. Regards, Store S_2.
Order from Day_261. Please deliver 285 units of product P_26. Regards, Store S_2.
Order from Day_261. Please deliver 238 units of product P_29. Regards, Store S_2.
Order from Day_261. Please deliver 420 units of product P_30. Regards, Store S_2.
