Order from Day_206. Please deliver 204 units of product P_1. Regards, Store S_4.
Order from Day_206. Please deliver 207 units of product P_2. Regards, Store S_4.
Order from Day_206. Please deliver 256 units of product P_3. Regards, Store S_4.
Order from Day_206. Please deliver 215 units of product P_6. Regards, Store S_4.
Order from Day_206. Please deliver 311 units of product P_7. Regards, Store S_4.
Order from Day_206. Please deliver 215 units of product P_9. Regards, Store S_4.
Order from Day_206. Please deliver 186 units of product P_10. Regards, Store S_4.
Order from Day_206. Please deliver 241 units of product P_11. Regards, Store S_4.
Order from Day_206. Please deliver 195 units of product P_12. Regards, Store S_4.
Order from Day_206. Please deliver 217 units of product P_13. Regards, Store S_4.
Order from Day_206. Please deliver 348 units of product P_15. Regards, Store S_4.
Order from Day_206. Please deliver 283 units of product P_16. Regards, Store S_4.
Order from Day_206. Please deliver 345 units of product P_19. Regards, Store S_4.
Order from Day_206. Please deliver 317 units of product P_21. Regards, Store S_4.
Order from Day_206. Please deliver 340 units of product P_22. Regards, Store S_4.
Order from Day_206. Please deliver 123 units of product P_23. Regards, Store S_4.
Order from Day_206. Please deliver 167 units of product P_24. Regards, Store S_4.
Order from Day_206. Please deliver 279 units of product P_25. Regards, Store S_4.
Order from Day_206. Please deliver 393 units of product P_29. Regards, Store S_4.
Order from Day_206. Please deliver 231 units of product P_30. Regards, Store S_4.
