RECEIVER: S_10 | ORDER_PRODUCT: P_1 | ORDER_QTY: 304
RECEIVER: S_10 | ORDER_PRODUCT: P_2 | ORDER_QTY: 288
RECEIVER: S_10 | ORDER_PRODUCT: P_3 | ORDER_QTY: 311
RECEIVER: S_10 | ORDER_PRODUCT: P_6 | ORDER_QTY: 328
RECEIVER: S_10 | ORDER_PRODUCT: P_7 | ORDER_QTY: 356
RECEIVER: S_10 | ORDER_PRODUCT: P_8 | ORDER_QTY: 349
RECEIVER: S_10 | ORDER_PRODUCT: P_9 | ORDER_QTY: 233
RECEIVER: S_10 | ORDER_PRODUCT: P_10 | ORDER_QTY: 355
RECEIVER: S_10 | ORDER_PRODUCT: P_11 | ORDER_QTY: 417
RECEIVER: S_10 | ORDER_PRODUCT: P_12 | ORDER_QTY: 334
RECEIVER: S_10 | ORDER_PRODUCT: P_14 | ORDER_QTY: 194
RECEIVER: S_10 | ORDER_PRODUCT: P_15 | ORDER_QTY: 355
RECEIVER: S_10 | ORDER_PRODUCT: P_16 | ORDER_QTY: 339
RECEIVER: S_10 | ORDER_PRODUCT: P_19 | ORDER_QTY: 291
RECEIVER: S_10 | ORDER_PRODUCT: P_21 | ORDER_QTY: 310
RECEIVER: S_10 | ORDER_PRODUCT: P_22 | ORDER_QTY: 339
RECEIVER: S_10 | ORDER_PRODUCT: P_23 | ORDER_QTY: 229
RECEIVER: S_10 | ORDER_PRODUCT: P_24 | ORDER_QTY: 296
RECEIVER: S_10 | ORDER_PRODUCT: P_25 | ORDER_QTY: 315
RECEIVER: S_10 | ORDER_PRODUCT: P_26 | ORDER_QTY: 281
RECEIVER: S_10 | ORDER_PRODUCT: P_27 | ORDER_QTY: 118
