Order from Day_158. Please deliver 333 units of product P_2. Regards, Store S_6.
Order from Day_158. Please deliver 336 units of product P_3. Regards, Store S_6.
Order from Day_158. Please deliver 360 units of product P_6. Regards, Store S_6.
Order from Day_158. Please deliver 449 units of product P_7. Regards, Store S_6.
Order from Day_158. Please deliver 396 units of product P_8. Regards, Store S_6.
Order from Day_158. Please deliver 373 units of product P_10. Regards, Store S_6.
Order from Day_158. Please deliver 387 units of product P_11. Regards, Store S_6.
Order from Day_158. Please deliver 381 units of product P_12. Regards, Store S_6.
Order from Day_158. Please deliver 272 units of product P_13. Regards, Store S_6.
Order from Day_158. Please deliver 154 units of product P_14. Regards, Store S_6.
Order from Day_158. Please deliver 368 units of product P_15. Regards, Store S_6.
Order from Day_158. Please deliver 421 units of product P_16. Regards, Store S_6.
Order from Day_158. Please deliver 231 units of product P_17. Regards, Store S_6.
Order from Day_158. Please deliver 393 units of product P_19. Regards, Store S_6.
Order from Day_158. Please deliver 255 units of product P_20. Regards, Store S_6.
Order from Day_158. Please deliver 421 units of product P_21. Regards, Store S_6.
Order from Day_158. Please deliver 345 units of product P_22. Regards, Store S_6.
Order from Day_158. Please deliver 401 units of product P_23. Regards, Store S_6.
Order from Day_158. Please deliver 448 units of product P_24. Regards, Store S_6.
Order from Day_158. Please deliver 354 units of product P_25. Regards, Store S_6.
Order from Day_158. Please deliver 387 units of product P_28. Regards, Store S_6.
Order from Day_158. Please deliver 364 units of product P_30. Regards, Store S_6.
