Order from Day_193. Please deliver 308 units of product P_1. Regards, Store S_9.
Order from Day_193. Please deliver 422 units of product P_2. Regards, Store S_9.
Order from Day_193. Please deliver 266 units of product P_6. Regards, Store S_9.
Order from Day_193. Please deliver 216 units of product P_7. Regards, Store S_9.
Order from Day_193. Please deliver 239 units of product P_8. Regards, Store S_9.
Order from Day_193. Please deliver 256 units of product P_10. Regards, Store S_9.
Order from Day_193. Please deliver 234 units of product P_12. Regards, Store S_9.
Order from Day_193. Please deliver 368 units of product P_15. Regards, Store S_9.
Order from Day_193. Please deliver 302 units of product P_19. Regards, Store S_9.
Order from Day_193. Please deliver 386 units of product P_21. Regards, Store S_9.
Order from Day_193. Please deliver 370 units of product P_22. Regards, Store S_9.
Order from Day_193. Please deliver 263 units of product P_23. Regards, Store S_9.
Order from Day_193. Please deliver 260 units of product P_24. Regards, Store S_9.
Order from Day_193. Please deliver 371 units of product P_25. Regards, Store S_9.
Order from Day_193. Please deliver 176 units of product P_27. Regards, Store S_9.
Order from Day_193. Please deliver 366 units of product P_30. Regards, Store S_9.
