Order from Day_80. Please deliver 177 units of product P_1. Regards, Store S_2.
Order from Day_80. Please deliver 225 units of product P_2. Regards, Store S_2.
Order from Day_80. Please deliver 342 units of product P_3. Regards, Store S_2.
Order from Day_80. Please deliver 203 units of product P_6. Regards, Store S_2.
Order from Day_80. Please deliver 178 units of product P_7. Regards, Store S_2.
Order from Day_80. Please deliver 185 units of product P_8. Regards, Store S_2.
Order from Day_80. Please deliver 147 units of product P_9. Regards, Store S_2.
Order from Day_80. Please deliver 160 units of product P_10. Regards, Store S_2.
Order from Day_80. Please deliver 173 units of product P_11. Regards, Store S_2.
Order from Day_80. Please deliver 170 units of product P_12. Regards, Store S_2.
Order from Day_80. Please deliver 207 units of product P_13. Regards, Store S_2.
Order from Day_80. Please deliver 209 units of product P_15. Regards, Store S_2.
Order from Day_80. Please deliver 282 units of product P_16. Regards, Store S_2.
Order from Day_80. Please deliver 135 units of product P_18. Regards, Store S_2.
Order from Day_80. Please deliver 195 units of product P_19. Regards, Store S_2.
Order from Day_80. Please deliver 87 units of product P_20. Regards, Store S_2.
Order from Day_80. Please deliver 322 units of product P_21. Regards, Store S_2.
Order from Day_80. Please deliver 272 units of product P_22. Regards, Store S_2.
Order from Day_80. Please deliver 136 units of product P_23. Regards, Store S_2.
Order from Day_80. Please deliver 241 units of product P_24. Regards, Store S_2.
Order from Day_80. Please deliver 367 units of product P_25. Regards, Store S_2.
Order from Day_80. Please deliver 367 units of product P_30. Regards, Store S_2.
