Order from Day_27. Please deliver 218 units of product P_2. Regards, Store S_4.
Order from Day_27. Please deliver 341 units of product P_3. Regards, Store S_4.
Order from Day_27. Please deliver 231 units of product P_4. Regards, Store S_4.
Order from Day_27. Please deliver 141 units of product P_6. Regards, Store S_4.
Order from Day_27. Please deliver 365 units of product P_7. Regards, Store S_4.
Order from Day_27. Please deliver 314 units of product P_8. Regards, Store S_4.
Order from Day_27. Please deliver 272 units of product P_10. Regards, Store S_4.
Order from Day_27. Please deliver 375 units of product P_15. Regards, Store S_4.
Order from Day_27. Please deliver 356 units of product P_16. Regards, Store S_4.
Order from Day_27. Please deliver 163 units of product P_20. Regards, Store S_4.
Order from Day_27. Please deliver 465 units of product P_21. Regards, Store S_4.
Order from Day_27. Please deliver 426 units of product P_22. Regards, Store S_4.
Order from Day_27. Please deliver 374 units of product P_29. Regards, Store S_4.
Order from Day_27. Please deliver 313 units of product P_30. Regards, Store S_4.
