Order from Day_351. Please deliver 405 units of product P_1. Regards, Store S_9.
Order from Day_351. Please deliver 542 units of product P_2. Regards, Store S_9.
Order from Day_351. Please deliver 296 units of product P_6. Regards, Store S_9.
Order from Day_351. Please deliver 349 units of product P_10. Regards, Store S_9.
Order from Day_351. Please deliver 362 units of product P_11. Regards, Store S_9.
Order from Day_351. Please deliver 304 units of product P_13. Regards, Store S_9.
Order from Day_351. Please deliver 433 units of product P_15. Regards, Store S_9.
Order from Day_351. Please deliver 613 units of product P_21. Regards, Store S_9.
Order from Day_351. Please deliver 550 units of product P_22. Regards, Store S_9.
Order from Day_351. Please deliver 337 units of product P_23. Regards, Store S_9.
Order from Day_351. Please deliver 422 units of product P_24. Regards, Store S_9.
Order from Day_351. Please deliver 416 units of product P_25. Regards, Store S_9.
Order from Day_351. Please deliver 524 units of product P_30. Regards, Store S_9.
