RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 209
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 251
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 437
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 221
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 252
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 361
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 222
RECEIVER: S_8 | ORDER_PRODUCT: P_9 | ORDER_QTY: 136
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 258
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 289
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 158
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 220
RECEIVER: S_8 | ORDER_PRODUCT: P_14 | ORDER_QTY: 141
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 370
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 352
RECEIVER: S_8 | ORDER_PRODUCT: P_17 | ORDER_QTY: 172
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 268
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 488
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 537
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 165
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 403
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 410
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 415
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 264
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 255
